,file_id,let_id,recipient,place,word_count,avg_sent_length,year,to_theo,avg_sentiment,num_sent,perc_neg,perc_pos,cluster,pca1,pca2
620,293_06,293,Theo van Gogh,The Hague,2025,19.47747747747748,1882,1,0.1986054054054054,111,0.22522522522522523,0.44144144144144143,2,22.103151,4.0664396
621,782_01,782,Theo van Gogh,Saint-Rémy-de-Provence,1145,21.8,1889,1,0.2588441860465116,55,0.2,0.5818181818181818,2,0.8843199,11.441162
622,717_03,717,Theo van Gogh,Arles,801,19.181818181818183,1888,1,0.3086294117647059,44,0.18181818181818182,0.5909090909090909,2,10.412664,-1.2315392
623,402_02,402,Theo van Gogh,Nieuw-Amsterdam,1306,21.363636363636363,1883,1,0.23681176470588236,66,0.12121212121212122,0.3939393939393939,2,12.752068,2.480035
624,007_03,007,Theo van Gogh,The Hague,210,12.882352941176471,1873,1,0.37783,17,0.11764705882352941,0.47058823529411764,0,-25.140158,7.061905
625,310_05,310,Theo van Gogh,The Hague,1726,21.298850574712645,1883,1,0.13139180327868855,87,0.26436781609195403,0.4367816091954023,2,2.754828,4.910459
626,134_03,134,Theo van Gogh,Amsterdam,2101,23.311827956989248,1877,1,0.16585074626865673,93,0.24731182795698925,0.4731182795698925,2,24.720158,4.4304996
627,133_02,133,Theo van Gogh,Amsterdam,2247,31.7972972972973,1877,1,0.44672545454545454,74,0.14864864864864866,0.5945945945945946,2,29.798723,11.015338
628,482_04,482,Theo van Gogh,Nuenen,785,19.928571428571427,1885,1,0.06666129032258065,42,0.30952380952380953,0.42857142857142855,1,-11.330258,-7.6775627
629,473_014,473,Theo van Gogh,Nuenen,2793,29.48076923076923,1884,1,0.19471153846153844,104,0.23076923076923078,0.5192307692307693,1,-6.8247814,-9.658215
630,704_01,704,Theo van Gogh,Arles,590,19.93548387096774,1888,1,0.38837272727272726,31,0.0967741935483871,0.6129032258064516,1,-10.070193,3.0390205
631,510_04,510,Theo van Gogh,Nuenen,957,21.854166666666668,1885,1,0.33256874999999997,48,0.14583333333333334,0.5208333333333334,1,-1.2742767,-3.2314644
632,643_01,643,Emile Bernard,Arles,553,24.041666666666668,1888,0,0.30736250000000004,24,0.08333333333333333,0.5833333333333334,1,-0.12787598,-1.4994321
633,517_03,517,Anthon van Rappard,Nuenen,676,24.633333333333333,1885,0,0.2751681818181818,30,0.2,0.5333333333333333,1,-12.162678,-7.273788
634,109_03,109,Theo van Gogh,Dordrecht,1099,31.027027027027028,1877,1,0.611788,37,0.05405405405405406,0.6216216216216216,1,-5.4034624,-8.20711
635,551_08,551,Theo van Gogh,Antwerp,2479,20.081481481481482,1886,1,0.2881529411764706,135,0.17037037037037037,0.45925925925925926,2,21.494572,7.4849043
636,682_09,682,Theo van Gogh,Arles,2240,22.39047619047619,1888,1,0.3186616279069767,105,0.17142857142857143,0.6476190476190476,2,12.395151,-3.1096268
637,611_01,611,Theo van Gogh,Arles,1668,22.15,1888,1,0.24391896551724138,80,0.2125,0.5125,2,13.129111,-0.9140713
638,481_04,481,Theo van Gogh,Nuenen,538,18.93548387096774,1885,1,0.16879565217391304,31,0.25806451612903225,0.4838709677419355,1,-17.60217,-3.9229662
639,644_02,644,Theo van Gogh,Arles,583,18.606060606060606,1888,1,0.005466666666666681,33,0.30303030303030304,0.24242424242424243,0,-17.42058,4.5006795
640,202_03,202,Theo van Gogh,The Hague,925,27.885714285714286,1882,1,-0.000607407407407394,35,0.37142857142857144,0.4,1,-5.5665383,-11.928872
641,539_03,539,Theo van Gogh,Nuenen,1673,22.9,1885,1,0.30890392156862745,80,0.1375,0.5,1,-8.449214,-8.852239
642,669_04,669,Theo van Gogh,Arles,695,21.529411764705884,1888,1,0.09033750000000002,34,0.35294117647058826,0.35294117647058826,1,-5.757383,-11.213544
643,536_08,536,Theo van Gogh,Nuenen,1840,21.48936170212766,1885,1,0.30553749999999996,94,0.10638297872340426,0.40425531914893614,1,0.56292665,0.39718914
644,085_01,085,Theo van Gogh,Isleworth,813,30.857142857142858,1876,1,0.3374176470588235,28,0.17857142857142858,0.42857142857142855,0,-21.933882,2.418205
645,301_04,301,Theo van Gogh,The Hague,2057,19.678571428571427,1883,1,0.1928139534883721,112,0.26785714285714285,0.5,2,11.798531,-0.114428215
646,137_03,137,Theo van Gogh,Amsterdam,1718,25.08219178082192,1877,1,0.35950943396226415,73,0.1643835616438356,0.5616438356164384,2,19.523132,6.999075
647,356_08,356,Theo van Gogh,The Hague,2710,24.394957983193276,1883,1,0.2908918604651163,119,0.17647058823529413,0.5462184873949579,1,-7.428997,4.854609
648,877_04,877,Theo van Gogh,Auvers-sur-Oise,1352,23.475409836065573,1890,1,0.4269586956521739,61,0.09836065573770492,0.6557377049180327,1,1.3220584,3.8526511
649,003_01,003,Theo van Gogh,The Hague,365,13.241379310344827,1873,1,0.5029842105263157,29,0.06896551724137931,0.5862068965517241,0,-16.977482,1.4723221
650,622_01,622,Emile Bernard,Arles,833,25.228571428571428,1888,0,0.18667826086956524,35,0.22857142857142856,0.42857142857142855,1,-7.209362,8.466247
651,409_08,409,Theo van Gogh,Nuenen,2107,23.428571428571427,1883,1,0.16351475409836064,98,0.24489795918367346,0.37755102040816324,1,0.12967268,-5.962733
652,230_04,230,Theo van Gogh,The Hague,808,21.414634146341463,1882,1,0.12787999999999997,41,0.2926829268292683,0.43902439024390244,2,7.2586927,-6.4761896
